particle_count,avg_time_compute_cpu,avg_time_compute_cpu_err
1500,2.763785516853933,0.26727439914716516
3500,5.438436831460675,0.7587409472557742
7500,8.393735240601503,0.7637997291624266
17000,10.106517770676692,2.466126319647941
37000,20.28187559469697,4.023082938186683
85000,43.477880509505695,6.61291219267919
190000,87.0355829964539,5.915502023665796
