particle_count,avg_time,avg_time_err,avg_time_per_particle,avg_time_per_particle_err,avg_time_compute,avg_time_compute_err,avg_time_per_particle_compute,avg_time_per_particle_compute_err,avg_time_compute_cpu,avg_time_compute_cpu_err,avg_time_per_particle_compute_cpu,avg_time_per_particle_compute_cpu_err,avg_time_render,avg_time_render_err,avg_time_per_particle_render,avg_time_per_particle_render_err,avg_time_cpu,avg_time_cpu_err,avg_time_per_particle_cpu,avg_time_per_particle_cpu_err,avg_time_loader,avg_time_loader_err,avg_time_per_particle_loader,avg_time_per_particle_loader_err
1500,8.335679195488721,0.017589852054099013,0.005557119463659148,1.1726568036066009e-05,,,,,2.2058104198473285,0.45133564261111725,0.001470540279898219,0.0003008904284074115,0.2912154696969697,0.013837312522854372,0.00019414364646464646,9.224875015236248e-06,4.186765110236221,1.2259135977383429,0.0027911767401574807,0.0008172757318255619,594.7829677419355,25.94746173860516,0.3965219784946237,0.017298307825736773
3500,8.333962406015036,0.012064178471036375,0.0023811321160042962,3.4469081345818215e-06,,,,,4.097425534351145,0.6978064548248722,0.0011706930098146129,0.00019937327280710636,0.37239653030303027,0.015075807177465228,0.00010639900865800865,4.307373479275779e-06,5.994101203007518,1.1076077022930064,0.0017126003437164337,0.00031645934351228757,664.0165483870967,19.218112838839513,0.18971901382488476,0.005490889382525575
7500,8.333518481203008,0.010145028274270027,0.0011111357974937343,1.352670436569337e-06,,,,,6.097410374045801,0.7879295708763243,0.0008129880498727735,0.00010505727611684324,0.5584514772727274,0.020700138723538205,7.446019696969698e-05,2.7600184964717605e-06,7.7503526567164185,1.123523999388897,0.0010333803542288559,0.0001498031999185196,753.3727741935484,23.83664415749303,0.10044970322580644,0.0031782192209990705
17000,8.334845651515153,0.015720906917312413,0.0004902850383244207,9.24759230430142e-07,,,,,9.799587183206105,1.5781489460666263,0.0005764463048944767,9.283229094509566e-05,1.0793649236641223,0.06345337333673418,6.349205433318366e-05,3.732551372749069e-06,11.118970812030074,1.8300422064533017,0.0006540571065900044,0.00010764954155607657,1003.6425806451614,62.06479085589052,0.059037798861480084,0.0036508700503465013
37000,8.334635765151516,0.012615915843032734,0.00022526042608517612,3.4097069846034415e-07,,,,,14.217464030769232,1.4577902987253948,0.00038425578461538467,3.939973780338905e-05,2.394079473282442,0.31624955527534315,6.47048506292552e-05,8.547285277711977e-06,15.209170819548874,2.0743410578260364,0.0004110586707986182,5.606327183313612e-05,1578.2869677419353,105.24090487512183,0.04265640453356582,0.002844348780408698
85000,17.04531994814815,0.46080021978232805,0.00020053317586056648,5.421179056262683e-06,,,,,31.34336928358209,1.7654450002604545,0.0003687455209833187,2.076994117953476e-05,7.169636748148148,0.707998864105541,8.434866762527234e-05,8.329398401241658e-06,32.62027227205882,2.6995327671755573,0.0003837679090830449,3.175920902559479e-05,1624.9807500000002,63.42886776687331,0.019117420588235297,0.0007462219737279212
190000,38.622684467153285,0.7444269648635496,0.00020327728666922782,3.9180366571765775e-06,,,,,69.80467904411765,2.771827817310034,0.0003673930476006192,1.4588567459526495e-05,19.57551813868613,0.6880811495029294,0.00010302904283519017,3.6214797342259443e-06,72.6626146231884,4.938395496752184,0.00038243481380625477,2.5991555246064125e-05,1514.7169999999999,44.54694580199313,0.007972194736842105,0.00023445760948417437
420000,83.42251137226278,1.2204424483163385,0.00019862502707681612,2.9058153531341394e-06,,,,,148.90622105147057,5.218303423068223,0.0003545386215511204,1.2424531959686245e-05,47.193106912408766,0.699443480068767,0.00011236454026763992,1.66534161921135e-06,151.876107942029,7.590430509791727,0.00036160978081435473,1.8072453594742207e-05,1572.1623333333334,54.7038343161509,0.003743243650793651,0.00013024722456226405
950000,101.52623408130081,4.46899387121316,0.00010686972008557981,4.7042040749612206e-06,,,,,364.9270691557378,8.221461950785645,0.00038413375700603977,8.654170474511205e-06,39.106573693548384,2.1647640037733464,4.1164814414261454e-05,2.2786989513403645e-06,367.4132560564516,10.230696482469632,0.0003867507958488964,1.0769154192073297e-05,,,,
2200000,282.998052089431,7.220191048174392,0.00012863547822246864,3.281905021897451e-06,,,,,878.3263340163934,9.794284588107429,0.00039923924273472427,4.451947540048831e-06,134.67576352845526,4.573182005493365,6.121625614929785e-05,2.078719093406075e-06,880.8172108870967,10.597364326368544,0.00040037145949413486,4.816983784712974e-06,,,,
5000000,536.9799689344262,7.3031189463737,0.00010739599378688525,1.46062378927474e-06,,,,,2037.7971983471075,24.530536328839066,0.0004075594396694215,4.906107265767813e-06,236.64560680487807,1.876764056637314,4.732912136097561e-05,3.753528113274628e-07,2040.4314268292685,24.741265720450322,0.0004080862853658537,4.948253144090064e-06,,,,
