particle_count,avg_time,avg_time_err,avg_time_per_particle,avg_time_per_particle_err,avg_time_compute,avg_time_compute_err,avg_time_per_particle_compute,avg_time_per_particle_compute_err,avg_time_compute_cpu,avg_time_compute_cpu_err,avg_time_per_particle_compute_cpu,avg_time_per_particle_compute_cpu_err,avg_time_render,avg_time_render_err,avg_time_per_particle_render,avg_time_per_particle_render_err,avg_time_cpu,avg_time_cpu_err,avg_time_per_particle_cpu,avg_time_per_particle_cpu_err,avg_time_loader,avg_time_loader_err,avg_time_per_particle_loader,avg_time_per_particle_loader_err
1500,8.333217345864663,0.009608469349943244,0.005555478230576442,6.405646233295496e-06,,,,,2.0406749847328243,0.37904437596226875,0.0013604499898218828,0.0002526962506415125,0.2907635303030303,0.013429558014365286,0.00019384235353535353,8.953038676243523e-06,4.284348925373134,0.9979966784969676,0.0028562326169154226,0.0006653311189979784,612.5095806451612,58.923922997958165,0.40833972043010747,0.03928261533197211
3500,8.333442879699247,0.010049094381100462,0.0023809836799140705,2.8711698231715606e-06,,,,,4.555555541353383,0.7760125134569171,0.0013015872975295378,0.0002217178609876906,0.3716746742424243,0.016422766200897356,0.00010619276406926408,4.6922189145421015e-06,6.117846295081967,1.1236133139218627,0.0017479560843091334,0.00032103237540624647,650.2376875,15.427737411958493,0.18578219642857144,0.004407924974845284
7500,8.333814736842104,0.01127567503132083,0.0011111752982456138,1.503423337509444e-06,,,,,5.667149389312977,0.45402729707824474,0.0007556199185750636,6.053697294376596e-05,0.555210196969697,0.020699949179940322,7.402802626262626e-05,2.759993223992043e-06,6.851941373134329,1.063661972330437,0.0009135921830845772,0.00014182159631072493,734.3399032258062,26.349428331137116,0.09791198709677416,0.003513257110818282
17000,8.36377920300752,0.0843538221305144,0.0004919870119416187,4.961989537089082e-06,,,,,6.9846096793893135,1.1099923708395083,0.00041085939290525376,6.529366887291226e-05,1.0676086969696967,0.05479323322520591,6.280051158645275e-05,3.223131366188583e-06,7.6247928208955225,1.5023767519752143,0.0004485172247585601,8.837510305736555e-05,957.1277741935482,33.43882905199233,0.05630163377609107,0.001966989944234843
37000,16.159686904411764,0.49439168310137166,0.00043674829471383145,1.3361937381118153e-05,,,,,13.65419922962963,1.689525018531259,0.0003690324116116116,4.566283833868267e-05,2.6276051764705888,0.2455604769762575,7.101635612082673e-05,6.636769648006959e-06,14.275846452554743,2.191524833011734,0.00038583368790688497,5.923040089220903e-05,974.2986874999999,23.800551413566954,0.026332396959459457,0.0006432581463126204
85000,38.33283042753623,1.193153345923496,0.0004509744756180733,1.4037098187335247e-05,,,,,30.076043698529414,2.6481619682124093,0.0003538358082179931,3.1154846684851875e-05,7.813791204379562,0.37806190696295905,9.192695534564191e-05,4.447787140740695e-06,31.514185661870503,3.347698607216826,0.00037075512543377064,3.938468949666854e-05,908.6611428571429,24.378041591496533,0.010690131092436975,0.00028680048931172393
190000,63.40019023188405,1.5546495696124414,0.00033368521174675816,8.182366155854955e-06,,,,,42.42503079562044,5.438310516956664,0.00022328963576642336,2.862268693135086e-05,19.935657868613138,0.6309220719230862,0.00010492451509796389,3.3206424838057173e-06,44.473185654676264,6.899989609249766,0.00023406939818250666,3.631573478552508e-05,895.81875,15.542857803103644,0.004714835526315789,8.180451475317707e-05
420000,145.41164585507246,4.528351946709564,0.0003462182044168392,1.0781790349308485e-05,,,,,89.1713771167883,6.458860223201047,0.00021231280265901977,1.537823862666916e-05,47.7023251594203,0.3345202134213524,0.00011357696466528642,7.964766986222677e-07,91.47519414388489,6.842135366758626,0.00021779808129496404,1.629079849228244e-05,847.784,0.0,0.0020185333333333335,0.0
950000,295.4217202363637,6.1144257359922625,0.00031097023182775126,6.43623761683396e-06,,,,,196.60965596330274,6.074029504047738,0.00020695753259295026,6.393715267418671e-06,89.22448849090911,1.1123404661524006,9.392051420095696e-05,1.1708847012130533e-06,198.86105681818177,6.385198841288689,0.000209327428229665,6.72126193819862e-06,,,,
2200000,608.5228881926606,11.106929433558282,0.0002766013128148457,5.048604287981037e-06,,,,,463.21244036697243,10.313607970332686,0.00021055110925771473,4.688003622878494e-06,135.09057178899081,3.0654293200595086,6.140480535863218e-05,1.393376963663413e-06,466.0935318181818,11.296276584922952,0.00021186069628099173,5.134671174964978e-06,,,,
5000000,1304.794598611111,23.104349839529274,0.0002609589197222222,4.620869967905854e-06,,,,,1057.1340925925924,22.311069875959443,0.00021142681851851847,4.462213975191888e-06,237.03276233027526,4.150292681533298,4.7406552466055054e-05,8.300585363066595e-07,1060.4837499999999,22.89394138523253,0.00021209674999999998,4.578788277046506e-06,,,,
